recording,audio_path,s3-key,temp
Trocknen (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151384_Orbit_SoftChewStroies_Bench_Trocknen_170420_qt.wav,17151384_Orbit_SoftChewStroies_Bench_Trocknen_170420_qt.wav,34
Wright (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151386_Orbit_SoftChewStroies_Bench_Wright_170420_qt.wav,17151386_Orbit_SoftChewStroies_Bench_Wright_170420_qt.wav,86
Rays of Kurzweil (Octave Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17151387_Orbit_Vespa_RaysOfKurweil_OctBass_170404_np-01.wav,17151387_Orbit_Vespa_RaysOfKurweil_OctBass_170404_np-01.wav,84
Rays of Kurzweil (Precision Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17151388_Orbit_Vespa_RaysOfKuiweil_PBass_170404_np.wav,17151388_Orbit_Vespa_RaysOfKuiweil_PBass_170404_np.wav,84
Rays of Kurzweil (Phase Growl),/home/pedro/dev/antfood/percussive-gen/data/audio/17151389_Orbit_Vespa_RaysOfKuiweil_PhaseGrowl_170404_np.wav,17151389_Orbit_Vespa_RaysOfKuiweil_PhaseGrowl_170404_np.wav,84
Disco Doctor (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151390_Oscar_WeMadeForYou_Split_Mus_DiscoDoctor_151119_qt.wav,17151390_Oscar_WeMadeForYou_Split_Mus_DiscoDoctor_151119_qt.wav,83
Reach The Top (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151391_Oscar_WeMadeForYou_Split_Mus_ReachTheTop_151119_qt.wav,17151391_Oscar_WeMadeForYou_Split_Mus_ReachTheTop_151119_qt.wav,46
Heroes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151392_Oscars_Heroes_RoughSkeleton_MUS_140217_qt.wav,17151392_Oscars_Heroes_RoughSkeleton_MUS_140217_qt.wav,85
At The Corner (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151401_Panera_Devour_AtTheCorner_150508_qt.wav,17151401_Panera_Devour_AtTheCorner_150508_qt.wav,69
Recess (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151423_Panera_Sweetness_Recess_150508_qt.wav,17151423_Panera_Sweetness_Recess_150508_qt.wav,85
Sur La Plage (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151424_Panera_Sweetness_SurLaPlage_150508_qt.wav,17151424_Panera_Sweetness_SurLaPlage_150508_qt.wav,77
Hacienda (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151426_Patron_Hacienda_MUS_150420_qt.wav,17151426_Patron_Hacienda_MUS_150420_qt.wav,70
Albatross (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/Pepsi_Albatross_Original_170727_A_4-4_117_WB.wav,Pepsi_Albatross_Original_170727_A_4-4_117_WB.wav,73
Soliloquy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151434_Pepsi_Delicious_Pizza_Soliloquy_MUS_170726_YE.wav,17151434_Pepsi_Delicious_Pizza_Soliloquy_MUS_170726_YE.wav,80
Yeasty Beast (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151435_Pepsi_Delicious_YeastyBeast_171006_LIBRARY_SC.wav,17151435_Pepsi_Delicious_YeastyBeast_171006_LIBRARY_SC.wav,68
Ripps (Minimal),/home/pedro/dev/antfood/percussive-gen/data/audio/17151440_Pepsi_ExpressionSeries_RippsMinimal_MUS_170217_WB.wav,17151440_Pepsi_ExpressionSeries_RippsMinimal_MUS_170217_WB.wav,59
Ripps (Ripper),/home/pedro/dev/antfood/percussive-gen/data/audio/17151441_Pepsi_ExpressionSeries_RippsRipper_MUS_170217_WB.wav,17151441_Pepsi_ExpressionSeries_RippsRipper_MUS_170217_WB.wav,59
Wall 2 Wall (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151442_Pepsi_Wall2Wall_170616_LIBRARY_SC.wav,17151442_Pepsi_Wall2Wall_170616_LIBRARY_SC.wav,15
Training Cue (Min),/home/pedro/dev/antfood/percussive-gen/data/audio/17151447_PF_Intro_TrainingCue_Min_160404_qt.wav,17151447_PF_Intro_TrainingCue_Min_160404_qt.wav,72
Foxy Water Cooler (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151448_PF_TCells_FoxyWaterCooler_160401_qt.wav,17151448_PF_TCells_FoxyWaterCooler_160401_qt.wav,85
Hottt (Chill Version),/home/pedro/dev/antfood/percussive-gen/data/audio/17151449_PF_TCells_Hottt_160401_qt.wav,17151449_PF_TCells_Hottt_160401_qt.wav,54
Hottt (HotBoi Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17151450_PF_TCells_Hottt_160404_qt.wav,17151450_PF_TCells_Hottt_160404_qt.wav,54
E For Everyone (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151451_Playstation_KnackII_Moves_EForEveryone_LIBRARY_YE_170720.wav,17151451_Playstation_KnackII_Moves_EForEveryone_LIBRARY_YE_170720.wav,64
Dorian (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151452_Playstation_KnackII_Speech_Dorian_MUS_170731_PSB.wav,17151452_Playstation_KnackII_Speech_Dorian_MUS_170731_PSB.wav,44
Planetary Convergence (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151453_Playstation_KnackII_Speech_PlanetaryConvergence_170901_LIBRARY_DH.wav,17151453_Playstation_KnackII_Speech_PlanetaryConvergence_170901_LIBRARY_DH.wav,82
Marching Out (Electric Marimba),/home/pedro/dev/antfood/percussive-gen/data/audio/17151455_Raid_Shoe_MarchingCharles_OP2_140324_qt.wav,17151455_Raid_Shoe_MarchingCharles_OP2_140324_qt.wav,85
Halves (Sting),/home/pedro/dev/antfood/percussive-gen/data/audio/17151456_RINGTONE_ARPJUP_qt.wav,17151456_RINGTONE_ARPJUP_qt.wav,80
Fireplace (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151467_Samsung_MUS_Fireplace_151124_qt.wav,17151467_Samsung_MUS_Fireplace_151124_qt.wav,66
Mittens (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151468_Samsung_MUS_Mittens_151124_qt.wav,17151468_Samsung_MUS_Mittens_151124_qt.wav,79
The Bridge (Piano),/home/pedro/dev/antfood/percussive-gen/data/audio/17151469_Samsung_MUS_TheBridge_151124_qt.wav,17151469_Samsung_MUS_TheBridge_151124_qt.wav,71
Transmute (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151470_Samsung_MUS_Transmute_151124_qt.wav,17151470_Samsung_MUS_Transmute_151124_qt.wav,83
Fryes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151474_Samsung_ProjectGreat_Fryes_170814_PSB.wav,17151474_Samsung_ProjectGreat_Fryes_170814_PSB.wav,83
Knock Turnal (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151475_Samsung_Sister_KnockTurnal_160304_qt.wav,17151475_Samsung_Sister_KnockTurnal_160304_qt.wav,28
Acapulco (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151476_SAMSUNG_SmartSwitchOde_Acapulco_NoVox_170324_LIBRARY_WB.wav,17151476_SAMSUNG_SmartSwitchOde_Acapulco_NoVox_170324_LIBRARY_WB.wav,82
Balance Beam (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151477_SAMSUNG_SmartSwitchOde_BalanceBeam_NoVox_170324_LIBRARY_WB.wav,17151477_SAMSUNG_SmartSwitchOde_BalanceBeam_NoVox_170324_LIBRARY_WB.wav,85
Compound (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151478_Samsung_SmartSwitchOde_Compound_170324_LIBRARY_SC.wav,17151478_Samsung_SmartSwitchOde_Compound_170324_LIBRARY_SC.wav,85
Fried Pickles (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151479_Samsung_SmartSwitchOde_FriedPickles_NoVox_170324_LIBRARY_DH.wav,17151479_Samsung_SmartSwitchOde_FriedPickles_NoVox_170324_LIBRARY_DH.wav,85
Pelt (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151480_Samsung_SmartSwitchOde_Pelt_170831_LIBRARY_YE.wav,17151480_Samsung_SmartSwitchOde_Pelt_170831_LIBRARY_YE.wav,59
Pointer (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151481_Samsung_SmartSwitchOde_Pointer_170324_LIBRARY_SC.wav,17151481_Samsung_SmartSwitchOde_Pointer_170324_LIBRARY_SC.wav,90
Skip Jack (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151482_Samsung_SmartSwitchOde_Skipjack_170324_LIBRARY_SC.wav,17151482_Samsung_SmartSwitchOde_Skipjack_170324_LIBRARY_SC.wav,85
Twinkle Toes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151483_Samsung_SmartSwitchOde_TwinkleToes_170328_LIBRARY_SC.wav,17151483_Samsung_SmartSwitchOde_TwinkleToes_170328_LIBRARY_SC.wav,63
Mr Bigglesworth (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151485_Samsung_UFC360_MrBigglesworth_170522_qt.wav,17151485_Samsung_UFC360_MrBigglesworth_170522_qt.wav,37
Crispin (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151486_SamsungS7_Sister_Crispin_MUS_160309_qt.wav,17151486_SamsungS7_Sister_Crispin_MUS_160309_qt.wav,85
In the Weeds (Cello),/home/pedro/dev/antfood/percussive-gen/data/audio/17151488_SamsungS7_Sister_InTheWeeds_Cello_160330_qt.wav,17151488_SamsungS7_Sister_InTheWeeds_Cello_160330_qt.wav,35
In the Weeds (No Cello),/home/pedro/dev/antfood/percussive-gen/data/audio/17151489_SamsungS7_Sister_InTheWeeds_NoCello_160330_qt.wav,17151489_SamsungS7_Sister_InTheWeeds_NoCello_160330_qt.wav,35
Switch (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151490_SamsungS7_Sister_Switch_160330_qt.wav,17151490_SamsungS7_Sister_Switch_160330_qt.wav,69
Bot (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151491_SanDisk_A1mSD_1812Bot_MUS_170216_qt.wav,17151491_SanDisk_A1mSD_1812Bot_MUS_170216_qt.wav,37
In the Hall of the Mountain King (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151495_SanDisk_GriegBot_Op1_170213_qt.wav,17151495_SanDisk_GriegBot_Op1_170213_qt.wav,18
Mathematics (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151496_SchoolOfMotion_Mathematics_160321_qt.wav,17151496_SchoolOfMotion_Mathematics_160321_qt.wav,71
Hinge (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151497_Seagrams_GirlsNight_Hinge_140103_qt.wav,17151497_Seagrams_GirlsNight_Hinge_140103_qt.wav,34
Bogs (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151499_Shape_Master_MUS_140219_qt.wav,17151499_Shape_Master_MUS_140219_qt.wav,55
Hover (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151500_SIAG_Hover_170112_qt.wav,17151500_SIAG_Hover_170112_qt.wav,43
Hover (Ambient Space),/home/pedro/dev/antfood/percussive-gen/data/audio/17151502_SIAG_MinimalStretch_170112_qt.wav,17151502_SIAG_MinimalStretch_170112_qt.wav,15
Slowed Binaural Beats (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151504_SIAG_SlowedBinauralBeats_170112_qt.wav,17151504_SIAG_SlowedBinauralBeats_170112_qt.wav,15
Stillness (Clean),/home/pedro/dev/antfood/percussive-gen/data/audio/17151506_SIAG_Stillness_RoughWIP_MixBusClean_170111_qt.wav,17151506_SIAG_Stillness_RoughWIP_MixBusClean_170111_qt.wav,80
Stillness (Vintage Vinyl),/home/pedro/dev/antfood/percussive-gen/data/audio/17151508_SIAG_Stillness_RoughWIP_MixBusVintageVinyl_170111_qt.wav,17151508_SIAG_Stillness_RoughWIP_MixBusVintageVinyl_170111_qt.wav,80
Stillness (Ambient Trip),/home/pedro/dev/antfood/percussive-gen/data/audio/17151510_SIAG_TrippyStiller_170112_qt.wav,17151510_SIAG_TrippyStiller_170112_qt.wav,80
Concentrate (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151512_Slack_Amazing_Concentrate_MUS_160310_qt.wav,17151512_Slack_Amazing_Concentrate_MUS_160310_qt.wav,98
Protractor (30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151513_Slack_Amazing_Protractor_MUSOnly_160310_qt.wav,17151513_Slack_Amazing_Protractor_MUSOnly_160310_qt.wav,76
Protractor (Brass 60),/home/pedro/dev/antfood/percussive-gen/data/audio/17151514_Slack_FlyingCar_MUS_160712_qt.wav,17151514_Slack_FlyingCar_MUS_160712_qt.wav,76
Protractor (60s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151515_Slack_FlyingCar_Protractor_60_160505_qt.wav,17151515_Slack_FlyingCar_Protractor_60_160505_qt.wav,76
Bazooka (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151516_Snapple_TheMachine_Bazooka_MUS_160115_qt.wav,17151516_Snapple_TheMachine_Bazooka_MUS_160115_qt.wav,79
Ducklephant (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151517_Snapple_TheMachine_Ducklephant_MUS_160115_qt.wav,17151517_Snapple_TheMachine_Ducklephant_MUS_160115_qt.wav,63
Leapin Lizards (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151518_Snapple_TheMachine_LeapinLizards_MUS_160115_qt.wav,17151518_Snapple_TheMachine_LeapinLizards_MUS_160115_qt.wav,30
The Machine (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151519_Snapple_TheMachine_Splits_MUS_160210_qt.wav,17151519_Snapple_TheMachine_Splits_MUS_160210_qt.wav,61
Broad Street (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151524_Sonos_BroadStreet_WorkingSet_170801_qt.wav,17151524_Sonos_BroadStreet_WorkingSet_170801_qt.wav,53
Le Quai (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151531_Sprint_Framily_LeQuai_140317_qt.wav,17151531_Sprint_Framily_LeQuai_140317_qt.wav,58
Ferias (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151547_Staples_SchoolsOut_Ferias_061213_qt_COVER.wav,17151547_Staples_SchoolsOut_Ferias_061213_qt_COVER.wav,85
Reside (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151553_Starbucks_OprahMom_Reside_140418_qt.wav,17151553_Starbucks_OprahMom_Reside_140418_qt.wav,85
Cadden (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151554_Starbucks_OprahMoms_Cadden_140418_qt.wav,17151554_Starbucks_OprahMoms_Cadden_140418_qt.wav,87
Embroider (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151555_Starbucks_OprahMoms_Embroider_140411_qt.wav,17151555_Starbucks_OprahMoms_Embroider_140411_qt.wav,75
Gus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151556_Starbucks_OprahMoms_Gus_140411_qt.wav,17151556_Starbucks_OprahMoms_Gus_140411_qt.wav,89
Orpah (A),/home/pedro/dev/antfood/percussive-gen/data/audio/17151557_Starbucks_OprahMoms_Orpah_140418_qt.wav,17151557_Starbucks_OprahMoms_Orpah_140418_qt.wav,85
Orpah (B),/home/pedro/dev/antfood/percussive-gen/data/audio/17151558_Starbucks_OprahMoms_Orpah_AltB_140418_qt.wav,17151558_Starbucks_OprahMoms_Orpah_AltB_140418_qt.wav,85
Roof Clay (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151559_Starbucks_OprahMoms_RoofClay_140418_qt.wav,17151559_Starbucks_OprahMoms_RoofClay_140418_qt.wav,85
Straccio (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151560_Starbucks_OprahMoms_Straccio_140411_qt.wav,17151560_Starbucks_OprahMoms_Straccio_140411_qt.wav,85
Haven (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151563_SweetGreen_SweetLifeAnthem_Haven_170712_LIBRARY_LIBRARY_YE.wav,17151563_SweetGreen_SweetLifeAnthem_Haven_170712_LIBRARY_LIBRARY_YE.wav,36
Neighbors (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151564_SweetGreen_SweetLifeAnthem_Neighbors_MUS_170712_LIBRARY__SC.wav,17151564_SweetGreen_SweetLifeAnthem_Neighbors_MUS_170712_LIBRARY__SC.wav,85
Obscura (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151565_SweetGreen_SweetLifeAnthem_Obscura_170712_PSB.wav,17151565_SweetGreen_SweetLifeAnthem_Obscura_170712_PSB.wav,61
Orbital (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151566_SweetGreen_SweetLifeAnthem_Orbital_171006_LIBRARY_DH.wav,17151566_SweetGreen_SweetLifeAnthem_Orbital_171006_LIBRARY_DH.wav,62
Ondes (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151569_Syfy_CabbagePatch_Ondes_141010_qt.wav,17151569_Syfy_CabbagePatch_Ondes_141010_qt.wav,11
Paradiso (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151570_Syfy_FuckedUpFarm_Paradiso_141010_qt.wav,17151570_Syfy_FuckedUpFarm_Paradiso_141010_qt.wav,15
Seepage (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151573_Syfy_StillLife_Seepage_141010_qt.wav,17151573_Syfy_StillLife_Seepage_141010_qt.wav,39
Tombas (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151574_SyFy_StillLife_Tombas_141010_qt.wav,17151574_SyFy_StillLife_Tombas_141010_qt.wav,15
Clowning (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151588_Target_Dory_Waves_Clowning_MUS_160510_qt.wav,17151588_Target_Dory_Waves_Clowning_MUS_160510_qt.wav,98
Shampoo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151591_Target_Dory_Waves_Shampoo_160510_qt.wav,17151591_Target_Dory_Waves_Shampoo_160510_qt.wav,78
Slacker Pop (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151593_Target_Dory_Waves_SlackerPop_160509_FORLIBRARY_qt.wav,17151593_Target_Dory_Waves_SlackerPop_160509_FORLIBRARY_qt.wav,79
Butlesville (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,17151595_TexasFS_FussyBaby_Butlesville_MUS_150820_qt.wav,90
Ace Of Blades (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151597_TexasFS_Potty_Spanish_AceOfBlades_MUS_150917_qt.wav,17151597_TexasFS_Potty_Spanish_AceOfBlades_MUS_150917_qt.wav,81
Skeeter (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151610_TotalWireless_Balloons_Skeeter_150212_qt.wav,17151610_TotalWireless_Balloons_Skeeter_150212_qt.wav,73
Chronology (Extended),/home/pedro/dev/antfood/percussive-gen/data/audio/17151613_TRT_Chronology_Extended_110513_qt.wav,17151613_TRT_Chronology_Extended_110513_qt.wav,73
Euler (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151617_Twitter_FlightSChool_Euler_150519_qt.wav,17151617_Twitter_FlightSChool_Euler_150519_qt.wav,76
Grapefruits In Flight (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151618_Twitter_FlightSchool_Grapefruits_MUS_150604_qt.wav,17151618_Twitter_FlightSchool_Grapefruits_MUS_150604_qt.wav,85
Sycamore (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151623_Uber_Rider_Sycamore_MUS_170608_LIB.wav,17151623_Uber_Rider_Sycamore_MUS_170608_LIB.wav,55
Candlelight (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151624_Ubuntu_Nozi_Candlelight_MUS_170414_qt.wav,17151624_Ubuntu_Nozi_Candlelight_MUS_170414_qt.wav,61
Jozi (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151627_Ubuntu_Nozi_Jozi_170413_qt.wav,17151627_Ubuntu_Nozi_Jozi_170413_qt.wav,58
Legore Lane (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151628_Ubuntu_Nozi_LegoreLane_MUS_170515_qt.wav,17151628_Ubuntu_Nozi_LegoreLane_MUS_170515_qt.wav,54
Dart (45s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151639_Verizon_Hum_Activation_45_Dart_MUS_160628_qt.wav,17151639_Verizon_Hum_Activation_45_Dart_MUS_160628_qt.wav,90
Mint (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151641_Verizon_Hum_App_45_Mint_MUS_160628_qt.wav,17151641_Verizon_Hum_App_45_Mint_MUS_160628_qt.wav,88
Peralto (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151642_Verizon_Hum_App_45_Peralto_MUS_160624_qt.wav,17151642_Verizon_Hum_App_45_Peralto_MUS_160624_qt.wav,85
Haystack (45s),/home/pedro/dev/antfood/percussive-gen/data/audio/17151643_Verizon_Hum_App_45_Roadtrip_MUS_160624_qt.wav,17151643_Verizon_Hum_App_45_Roadtrip_MUS_160624_qt.wav,100
Tusk (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151644_Verizon_Hum_App_45_Tusk_MUS_160624_qt.wav,17151644_Verizon_Hum_App_45_Tusk_MUS_160624_qt.wav,67
Butternut (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151649_Verizon_Hum_DrivingHistory_45_Butternut_MUS_160624_qt.wav,17151649_Verizon_Hum_DrivingHistory_45_Butternut_MUS_160624_qt.wav,59
Linka (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151658_Verizon_HumII_Activation_Linka_MUS_160616_qt.wav,17151658_Verizon_HumII_Activation_Linka_MUS_160616_qt.wav,61
Traveling Day (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151660_Verizon_HumII_Activation_TravelingDay_MUS_160616_qt.wav,17151660_Verizon_HumII_Activation_TravelingDay_MUS_160616_qt.wav,81
Trot Trot (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151661_Verizon_HumII_Activation_TrotTrot_MUS_160616_qt.wav,17151661_Verizon_HumII_Activation_TrotTrot_MUS_160616_qt.wav,73
Cameron (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151663_Verizon_iPhone6_Cameron_150901_qt.wav,17151663_Verizon_iPhone6_Cameron_150901_qt.wav,72
Meilleur (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151665_Verizon_iPhone6_Meilleur_150901_qt.wav,17151665_Verizon_iPhone6_Meilleur_150901_qt.wav,74
Monarchs (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151666_Verizon_iPhone6_Monarchs_150901_qt.wav,17151666_Verizon_iPhone6_Monarchs_150901_qt.wav,64
Wingdings (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151669_Verizon_iPhone6_Wingdings_150901_qt.wav,17151669_Verizon_iPhone6_Wingdings_150901_qt.wav,92
Catalyst (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151691_Verizon_Line_Catalyst_150501_qt.wav,17151691_Verizon_Line_Catalyst_150501_qt.wav,71
Kick It Up (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151692_Verizon_Line_KickItUp_150501_qt.wav,17151692_Verizon_Line_KickItUp_150501_qt.wav,38
Minimo (Bells),/home/pedro/dev/antfood/percussive-gen/data/audio/17151693_Verizon_Line_MinimoMesmo_150501_qt_LIB.wav,17151693_Verizon_Line_MinimoMesmo_150501_qt_LIB.wav,65
Minimo (Pizzicato),/home/pedro/dev/antfood/percussive-gen/data/audio/17151694_Verizon_Line_MinimoTech_150501_qt.wav,17151694_Verizon_Line_MinimoTech_150501_qt.wav,65
Andys Archipelago (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151696_VW_SOT_AndysArchipelago_MUS_161116_qt.wav,17151696_VW_SOT_AndysArchipelago_MUS_161116_qt.wav,85
Dilly Dally Valley (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151704_VW_SOT_Harmonica_MUS_161211_qt.wav,17151704_VW_SOT_Harmonica_MUS_161211_qt.wav,79
Hit The Road (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151705_VW_SOT_HitTheRoad_MUS_NoVox_161116_qt.wav,17151705_VW_SOT_HitTheRoad_MUS_NoVox_161116_qt.wav,86
Special Place (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/VW_SOT_SpecialPlace_TMWB_G_4-4_124_161122_ATedit_220311.wav,VW_SOT_SpecialPlace_TMWB_G_4-4_124_161122_ATedit_220311.wav,90
Stockton (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151708_VW_SOT_Stockton_MUS_NoVox_161116_qt.wav,17151708_VW_SOT_Stockton_MUS_NoVox_161116_qt.wav,69
Swampy Stompy (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151710_VW_SOT_SwampyStompy_MUS_NoVox_161116_qt.wav,17151710_VW_SOT_SwampyStompy_MUS_NoVox_161116_qt.wav,85
Burger Bank (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151718_Wendys_50cFrosty_BurgerBank_MUS_170606_qt.wav,17151718_Wendys_50cFrosty_BurgerBank_MUS_170606_qt.wav,70
Hello There (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151719_Wendys_50cFrosty_HelloThere_MUS_170606_qt.wav,17151719_Wendys_50cFrosty_HelloThere_MUS_170606_qt.wav,85
Fathom (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151721_WIX_InsideTheMind_Fathom_MUS_160726_qt.wav,17151721_WIX_InsideTheMind_Fathom_MUS_160726_qt.wav,73
Meddwl (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151722_WIX_InsideTheMind_Meddwl_MUS_160726_qt.wav,17151722_WIX_InsideTheMind_Meddwl_MUS_160726_qt.wav,85
Pick and Choose (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151723_WIX_InsideTheMind_PickAndChoose_MUS_160726_qt.wav,17151723_WIX_InsideTheMind_PickAndChoose_MUS_160726_qt.wav,85
West Oak Lane (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151724_WIX_InsideTheMind_WestOakLane_MUS_160726_qt.wav,17151724_WIX_InsideTheMind_WestOakLane_MUS_160726_qt.wav,100
Exercise Central (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151725_Woolmark_ExerciseCentral_160520_qt.wav,17151725_Woolmark_ExerciseCentral_160520_qt.wav,74
Bainbridge (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151727_WPO_Opening_Bainbridge_090913_qt.wav,17151727_WPO_Opening_Bainbridge_090913_qt.wav,61
Ambrosia (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151728_Xenoport_Ambrosia_MUS_160428_qt.wav,17151728_Xenoport_Ambrosia_MUS_160428_qt.wav,90
Child (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151729_Xenoport_Child_MUS_160428_qt.wav,17151729_Xenoport_Child_MUS_160428_qt.wav,82
Prickles (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151730_Xenoport_Prickles_MUS_160428_qt.wav,17151730_Xenoport_Prickles_MUS_160428_qt.wav,58
Starling (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151731_Xenoport_Starling_MUS_160428_qt.wav,17151731_Xenoport_Starling_MUS_160428_qt.wav,85
Windfall (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17151732_Xenoport_Windfall_MUS_160428_qt.wav,17151732_Xenoport_Windfall_MUS_160428_qt.wav,69
